UF,População,epiweek,corredor baixo,corredor mediano,corredor alto,ano,Unidade da Federação,Tipo,dado,escala
35,45429330,38,0.04800447453683704,0.08637133845423732,0.15540234901752448,2017,São Paulo,Estado,srag,incidência
35,45429330,39,0.04531106331886805,0.06983453678007855,0.10763072349391016,2017,São Paulo,Estado,srag,incidência
35,45429330,40,0.05427954370723805,0.08020447834320651,0.11851165111117334,2017,São Paulo,Estado,srag,incidência
35,45429330,41,0.05840397835884285,0.08711605673775212,0.12994332843057393,2017,São Paulo,Estado,srag,incidência
35,45429330,42,0.051944039058390484,0.07756876343873788,0.11583452443217294,2017,São Paulo,Estado,srag,incidência
35,45429330,43,0.044293548231657966,0.06590262541935879,0.09805392005285607,2017,São Paulo,Estado,srag,incidência
35,45429330,44,0.040539054218000234,0.052391638229396666,0.06770961506894728,2017,São Paulo,Estado,srag,incidência
35,45429330,45,0.03953965865580823,0.052244793354926065,0.06903242277479728,2017,São Paulo,Estado,srag,incidência
35,45429330,46,0.026927400084483955,0.04643139921998648,0.08006249495910353,2017,São Paulo,Estado,srag,incidência
35,45429330,47,0.03572482039395646,0.043438682949533104,0.05281815711267415,2017,São Paulo,Estado,srag,incidência
35,45429330,48,0.04082760319215627,0.05022710670771137,0.06179060368433514,2017,São Paulo,Estado,srag,incidência
35,45429330,49,0.030644639003999056,0.045958062238976485,0.06892375154055518,2017,São Paulo,Estado,srag,incidência
35,45429330,50,0.02856930557504211,0.0454027600850346,0.07215473326520197,2017,São Paulo,Estado,srag,incidência
35,45429330,51,0.031213780671889495,0.03923766624359944,0.04932419012063576,2017,São Paulo,Estado,srag,incidência
35,45429330,52,0.01671389064342986,0.025466080316871257,0.0388013336057256,2017,São Paulo,Estado,srag,incidência
41,11396262,1,0.05692531245650076,0.10917710210327516,0.2093908510871558,2017,Paraná,Estado,srag,incidência
41,11396262,2,0.09129773692990492,0.14355127907501475,0.2257117253617585,2017,Paraná,Estado,srag,incidência
41,11396262,3,0.051647889650229206,0.10841332739872844,0.2275688249270359,2017,Paraná,Estado,srag,incidência
41,11396262,4,0.06181883138466277,0.10036093426204186,0.1629328296951408,2017,Paraná,Estado,srag,incidência
41,11396262,5,0.04324081623610698,0.09320461127053194,0.2009004528188592,2017,Paraná,Estado,srag,incidência
41,11396262,6,0.09170503484349933,0.14655614581940196,0.234215099684468,2017,Paraná,Estado,srag,incidência
41,11396262,7,0.08318636678241775,0.13565117989586994,0.2212050281661172,2017,Paraná,Estado,srag,incidência
41,11396262,8,0.11730769777535767,0.17629162247519325,0.2649334761854361,2017,Paraná,Estado,srag,incidência
41,11396262,9,0.14693317389578991,0.2523915865216114,0.4335407128146253,2017,Paraná,Estado,srag,incidência
41,11396262,10,0.1537235558499418,0.28316822698525,0.5216132578421645,2017,Paraná,Estado,srag,incidência
41,11396262,11,0.1684098183973874,0.3186263999049586,0.6028317332237534,2017,Paraná,Estado,srag,incidência
41,11396262,12,0.18544372834484327,0.3535344762701031,0.6739868046610682,2017,Paraná,Estado,srag,incidência
41,11396262,13,0.18012587414091494,0.3472914753722953,0.6695949121218957,2017,Paraná,Estado,srag,incidência
41,11396262,14,0.2386357106148889,0.4761801798546512,0.9501828670241812,2017,Paraná,Estado,srag,incidência
41,11396262,15,0.2313486413198199,0.4796093745624525,0.9942792438975104,2017,Paraná,Estado,srag,incidência
41,11396262,16,0.30081184522736903,0.520962977550491,0.9022331676238798,2017,Paraná,Estado,srag,incidência
41,11396262,17,0.31658287178187144,0.5528848553658787,0.965566019325158,2017,Paraná,Estado,srag,incidência
41,11396262,18,0.4076821026610298,0.6884586587995887,1.1626100870810576,2017,Paraná,Estado,srag,incidência
41,11396262,19,0.4319987656275511,0.7459980303633909,1.28822835986031,2017,Paraná,Estado,srag,incidência
41,11396262,20,0.40614494063979817,0.6967582575504315,1.1953172891922563,2017,Paraná,Estado,srag,incidência
41,11396262,21,0.3840528280703723,0.6813961219106217,1.208950022026028,2017,Paraná,Estado,srag,incidência
41,11396262,22,0.4053819372817408,0.7289147338959919,1.3106570382818985,2017,Paraná,Estado,srag,incidência
41,11396262,23,0.4362745347016481,0.7893937524588137,1.428326539496858,2017,Paraná,Estado,srag,incidência
41,11396262,24,0.5502936819575411,0.94831245826363,1.6342119635082342,2017,Paraná,Estado,srag,incidência
41,11396262,25,0.5262434039499609,1.011052711439662,1.9424995689004276,2017,Paraná,Estado,srag,incidência
41,11396262,26,0.5048981192027953,1.055270734371354,2.2055861974272366,2017,Paraná,Estado,srag,incidência
41,11396262,27,0.5362593526502024,1.0673173204415412,2.1242823213893307,2017,Paraná,Estado,srag,incidência
41,11396262,28,0.4854252559178938,0.9402245957186264,1.821129575803902,2017,Paraná,Estado,srag,incidência
41,11396262,29,0.4704975090751497,0.8588054966369587,1.5675893428291232,2017,Paraná,Estado,srag,incidência
41,11396262,30,0.3541147867324072,0.6867174361882108,1.3317174397500309,2017,Paraná,Estado,srag,incidência
41,11396262,31,0.4174957760046587,0.6788143960442651,1.1036973563818724,2017,Paraná,Estado,srag,incidência
41,11396262,32,0.3140235103470181,0.5717493099947947,1.0409961761088502,2017,Paraná,Estado,srag,incidência
41,11396262,33,0.3359913453510104,0.5169036142648258,0.7952268715758345,2017,Paraná,Estado,srag,incidência
41,11396262,34,0.34029786246143423,0.5310980305065762,0.8288771371284489,2017,Paraná,Estado,srag,incidência
41,11396262,35,0.23029081631189,0.3934364585722776,0.672159877727193,2017,Paraná,Estado,srag,incidência
41,11396262,36,0.2603102955384889,0.4030759985216921,0.6241407403735851,2017,Paraná,Estado,srag,incidência
41,11396262,37,0.2071653113147905,0.3499692564398771,0.5912113358928741,2017,Paraná,Estado,srag,incidência
41,11396262,38,0.1920110783993018,0.3102619435315099,0.5013381228127087,2017,Paraná,Estado,srag,incidência
41,11396262,39,0.1631570833570936,0.2527931101458055,0.3916738104304375,2017,Paraná,Estado,srag,incidência
41,11396262,40,0.1626015067405453,0.24803007490811865,0.3783416235932516,2017,Paraná,Estado,srag,incidência
41,11396262,41,0.18787236236948013,0.26381092061580164,0.37044406616490544,2017,Paraná,Estado,srag,incidência
41,11396262,42,0.11785163094298096,0.21053952699779774,0.37612455656131466,2017,Paraná,Estado,srag,incidência
41,11396262,43,0.10928353148398036,0.1892483200897757,0.3277248288965868,2017,Paraná,Estado,srag,incidência
41,11396262,44,0.11516108839819175,0.15275268601884393,0.20261516637713456,2017,Paraná,Estado,srag,incidência
41,11396262,45,0.09240485336723384,0.15531568430711182,0.261057302866088,2017,Paraná,Estado,srag,incidência
41,11396262,46,0.0915646548880228,0.15891893019731082,0.2758185066709761,2017,Paraná,Estado,srag,incidência
41,11396262,47,0.08818252825522843,0.15739075474670972,0.2809156209270988,2017,Paraná,Estado,srag,incidência
41,11396262,48,0.06776396952863485,0.12782573690557825,0.24112251878263416,2017,Paraná,Estado,srag,incidência
41,11396262,49,0.11708387210839358,0.1844223655908216,0.29048927335293034,2017,Paraná,Estado,srag,incidência
41,11396262,50,0.08302564405291481,0.1222539989407455,0.18001715527166798,2017,Paraná,Estado,srag,incidência
41,11396262,51,0.056824405457387185,0.09801638559625353,0.16906840939247375,2017,Paraná,Estado,srag,incidência
41,11396262,52,0.03637468367212365,0.06611963297827056,0.12018814801492307,2017,Paraná,Estado,srag,incidência
42,7090682,1,0.04633867087382635,0.06642948329309897,0.09523096298130244,2017,Santa Catarina,Estado,srag,incidência
42,7090682,2,0.021790766566496342,0.051920424436123214,0.12370975869072495,2017,Santa Catarina,Estado,srag,incidência
42,7090682,3,0.027150403572238416,0.05648386037062005,0.11750935760048695,2017,Santa Catarina,Estado,srag,incidência
42,7090682,4,0.015003086591724113,0.06372603379823305,0.1147878168327785,2017,Santa Catarina,Estado,srag,incidência
42,7090682,5,0.04576924142316116,0.06857047095201847,0.1027307715919942,2017,Santa Catarina,Estado,srag,incidência
42,7090682,6,0.06342091152547848,0.09232381215539943,0.13439867207649975,2017,Santa Catarina,Estado,srag,incidência
42,7090682,7,0.0946476355236408,0.11660861156220464,0.14366516622666994,2017,Santa Catarina,Estado,srag,incidência
42,7090682,8,0.06430301284843552,0.08335736519821517,0.1080579280035658,2017,Santa Catarina,Estado,srag,incidência
42,7090682,9,0.11090099255158303,0.1470119071601159,0.1948810407337155,2017,Santa Catarina,Estado,srag,incidência
42,7090682,10,0.10034563439975162,0.1518926915342804,0.2299192175079335,2017,Santa Catarina,Estado,srag,incidência
42,7090682,11,0.11986076137482148,0.18406695990168184,0.2826666987497083,2017,Santa Catarina,Estado,srag,incidência
42,7090682,12,0.13996775655295854,0.25108107897082066,0.4504016479916846,2017,Santa Catarina,Estado,srag,incidência
42,7090682,13,0.1747640068559432,0.4118265367630429,0.9704578158478759,2017,Santa Catarina,Estado,srag,incidência
42,7090682,14,0.19631938943252786,0.4277203435153447,0.9318727650167226,2017,Santa Catarina,Estado,srag,incidência
42,7090682,15,0.19470120281793468,0.4396166278108474,0.9926121495433258,2017,Santa Catarina,Estado,srag,incidência
42,7090682,16,0.2238088808350939,0.4661341875193105,0.9708331499784588,2017,Santa Catarina,Estado,srag,incidência
42,7090682,17,0.2832823190945517,0.5339855298017592,1.0065596290974077,2017,Santa Catarina,Estado,srag,incidência
42,7090682,18,0.3101766823453,0.6142168509441143,1.2162820787531736,2017,Santa Catarina,Estado,srag,incidência
42,7090682,19,0.3692989272211677,0.7289089429262153,1.4386942607055553,2017,Santa Catarina,Estado,srag,incidência
42,7090682,20,0.3523995131872618,0.6630651027275258,1.2476048178347956,2017,Santa Catarina,Estado,srag,incidência
42,7090682,21,0.3037347957188662,0.6444813610759157,1.3674963508583793,2017,Santa Catarina,Estado,srag,incidência
42,7090682,22,0.3962649088302146,0.6556657890646098,1.0848743286878155,2017,Santa Catarina,Estado,srag,incidência
42,7090682,23,0.3283333404310662,0.5796262595996893,1.0232485082886753,2017,Santa Catarina,Estado,srag,incidência
42,7090682,24,0.3799086461701652,0.6528742821555658,1.1219666427629174,2017,Santa Catarina,Estado,srag,incidência
42,7090682,25,0.3553417728606453,0.6012522653170768,1.0173424971645195,2017,Santa Catarina,Estado,srag,incidência
42,7090682,26,0.3827295003762059,0.6114606185861525,0.9768886059586444,2017,Santa Catarina,Estado,srag,incidência
42,7090682,27,0.15070250101906696,0.41158495311384624,1.1240833594944395,2017,Santa Catarina,Estado,srag,incidência
42,7090682,28,0.2892278882388401,0.4994159874212661,0.8623522787193809,2017,Santa Catarina,Estado,srag,incidência
42,7090682,29,0.3181749397098763,0.5897372476314825,1.0930779827005996,2017,Santa Catarina,Estado,srag,incidência
42,7090682,30,0.19714098673539535,0.4483183152173021,1.019520674455435,2017,Santa Catarina,Estado,srag,incidência
42,7090682,31,0.2304813904123345,0.4794805496835158,0.9974844264585055,2017,Santa Catarina,Estado,srag,incidência
42,7090682,32,0.20666897282458724,0.447728346721956,0.9699601721469796,2017,Santa Catarina,Estado,srag,incidência
42,7090682,33,0.19949844946144532,0.37800463038515797,0.7162336398019679,2017,Santa Catarina,Estado,srag,incidência
42,7090682,34,0.1329623584581366,0.32322173430887,0.7857283124421036,2017,Santa Catarina,Estado,srag,incidência
42,7090682,35,0.1166496745677955,0.2518976331945477,0.5439570907001294,2017,Santa Catarina,Estado,srag,incidência
42,7090682,36,0.12991823845294212,0.2695921507497541,0.5594282112453641,2017,Santa Catarina,Estado,srag,incidência
42,7090682,37,0.13440111866808127,0.2701841743522314,0.543146432067113,2017,Santa Catarina,Estado,srag,incidência
42,7090682,38,0.15653646032716412,0.2474659478560558,0.39121489792413006,2017,Santa Catarina,Estado,srag,incidência
42,7090682,39,0.10544551186479953,0.19090270784886776,0.34561778135002885,2017,Santa Catarina,Estado,srag,incidência
42,7090682,40,0.09980922885020077,0.20830664911812447,0.434745970554948,2017,Santa Catarina,Estado,srag,incidência
42,7090682,41,0.07350276682189195,0.17788937065279006,0.4305229525294648,2017,Santa Catarina,Estado,srag,incidência
42,7090682,42,0.10831168383113984,0.16246599886187368,0.2436967079870811,2017,Santa Catarina,Estado,srag,incidência
42,7090682,43,0.13972063541399254,0.16774391186579374,0.20138771831853014,2017,Santa Catarina,Estado,srag,incidência
42,7090682,44,0.04857273119392563,0.0941844412536912,0.18262734576019385,2017,Santa Catarina,Estado,srag,incidência
42,7090682,45,0.04175403034592372,0.10959504253236363,0.287662610008214,2017,Santa Catarina,Estado,srag,incidência
42,7090682,46,0.06051772747788425,0.1251192453664693,0.2586816493860528,2017,Santa Catarina,Estado,srag,incidência
42,7090682,47,0.030533544196235187,0.07587871756922128,0.1885657211277676,2017,Santa Catarina,Estado,srag,incidência
42,7090682,48,0.06764029712155553,0.10351429885364924,0.15841459193927604,2017,Santa Catarina,Estado,srag,incidência
42,7090682,49,0.04333523522842613,0.09119180214879308,0.19189799559896487,2017,Santa Catarina,Estado,srag,incidência
42,7090682,50,0.02745672186824007,0.05459679234845771,0.10856393378076913,2017,Santa Catarina,Estado,srag,incidência
42,7090682,51,0.024601000139754668,0.061757310719143664,0.15503294197773573,2017,Santa Catarina,Estado,srag,incidência
42,7090682,52,0.017740074991544362,0.039472453399896586,0.08782795890939858,2017,Santa Catarina,Estado,srag,incidência
43,11356804,1,0.012800299545613571,0.07598667450390728,0.14311510791356707,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,2,0.023240659450001644,0.06421527709937869,0.10683068108382444,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,3,0.015685230700833625,0.040584770862245344,0.10501111888991337,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,4,0.013478946823153535,0.04534429433986653,0.07821153772777034,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,5,0.020276196852627715,0.059853302930986015,0.10096562793375853,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,6,0.011951331612751748,0.04245869260204338,0.07388576093837451,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,7,0.03702863540933561,0.06221758787503785,0.10454147710806803,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,8,0.010185422879842587,0.06199248713409732,0.11645646154153265,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,9,0.011732854341234378,0.03215288540194998,0.08811223676728651,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,10,0.041948833259696304,0.08009389417215597,0.15292515631951958,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,11,0.03355176073197125,0.09052239235459374,0.2442287182201652,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,12,0.04162327158811529,0.10900401879428744,0.2854623305655293,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,13,0.03412659481141809,0.10299600019902568,0.3108477747521536,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,14,0.05586047022193757,0.16330830386198122,0.4774324670794389,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,15,0.06870831725982744,0.20705195306344068,0.623949369990624,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,16,0.09548646600348704,0.2623266591056082,0.7206809400087856,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,17,0.14799893090889124,0.33001295479581466,0.7358738989818039,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,18,0.15101867618327658,0.3860809224552703,0.9870201649961146,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,19,0.16116986792950613,0.41107538099406377,1.0484774296230477,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,20,0.19017860458084826,0.4347160692974471,0.9936872831827146,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,21,0.21315278964689166,0.4672450701842089,1.0242322231536884,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,22,0.4106027515101709,0.6431916086718683,1.0075320828814716,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,23,0.5817461691102406,0.7737392660726927,1.0290956497029569,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,24,0.6841001138572694,0.941175832525874,1.294857185063395,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,25,0.7145175465912739,0.9811434577894124,1.3472622042039588,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,26,0.7400982782282635,1.0656005635576304,1.53426186015815,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,27,0.7140080437679075,1.0945313056637302,1.6778505361871898,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,28,0.6111427553152882,1.0009900213793756,1.6395204134984172,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,29,0.6575754573108321,1.042542108853696,1.6528811053532722,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,30,0.6213791133807811,0.9089853719754268,1.3297106205740392,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,31,0.4831554967534349,0.7234571513767039,1.0832749568100075,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,32,0.3902219472299857,0.5498592800528749,0.7748032369949509,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,33,0.4503324777022591,0.5796602982587155,0.7461288670357373,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,34,0.29971705120853753,0.450661482688413,0.67762501719533,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,35,0.25864225993802537,0.3952745350496921,0.6040851873788461,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,36,0.2751545345556988,0.3834205726107852,0.5342864355790702,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,37,0.19610487457774506,0.2926934698589664,0.4368553687538161,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,38,0.16401719726404326,0.26549542907422835,0.4297587328347876,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,39,0.14750167295898556,0.26929453377285323,0.4916523620725525,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,40,0.1040525256757367,0.2170797229948016,0.4528828668931408,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,41,0.13453861143314816,0.2226156654805569,0.3683532481080816,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,42,0.1102226461237366,0.20534704349836866,0.3825657408567703,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,43,0.05943867419940538,0.14731639433828886,0.3651178350315784,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,44,0.05551851306418786,0.1399678160772577,0.3528730950482566,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,45,0.06824051459457814,0.15973955862733624,0.25907585929334065,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,46,0.07928234719684246,0.14403548067071334,0.2616751449163665,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,47,0.04159016031776401,0.10860578075779184,0.2836059184165147,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,48,0.04963657640220109,0.10348360044462322,0.2157452495153866,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,49,0.06508270945394147,0.11957055140514893,0.2196761149510734,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,50,0.039780105679115406,0.08099516871595347,0.16491201426772206,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,51,0.02222300460747876,0.06390175336231851,0.1837480644450921,2017,Rio Grande do Sul,Estado,srag,incidência
43,11356804,52,0.0339815016981618,0.06362219485172999,0.11911726896903024,2017,Rio Grande do Sul,Estado,srag,incidência
50,2743142,1,0.004556152994755536,0.02301897865469393,0.041821134207076005,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,2,0.0,0.02218412671547254,0.06710189049363202,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,3,0.0,0.036999563538564484,0.0844818560278433,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,4,0.005080086915644433,0.03784491031901882,0.07167784129573973,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,5,0.004500899424495275,0.02273647457611649,0.04130309592321768,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,6,0.0,0.029874767344096,0.06691643432399341,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,7,0.0,0.06604983723159519,0.13929367179639307,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,8,0.0,0.08557186858346877,0.19624011795663265,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,9,0.0015100554658169507,0.05937104643525415,0.12057488379719028,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,10,0.0042217087339355705,0.12871876139635785,0.2686501708216613,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,11,0.0010347371646783898,0.15540694516699527,0.333585298669326,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,12,0.0,0.1936368925467895,0.5280459674657639,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,13,0.03082142008669875,0.17974620997287172,0.3501864559899188,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,14,0.05016855872460405,0.13104578789585344,0.3423059972584562,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,15,0.040162138605946314,0.22148279796603765,0.43441120412879664,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,16,0.0304755074110743,0.2441397467516277,0.5021062590182721,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,17,0.0,0.1340682187685165,0.2942998033692552,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,18,0.053095353668129334,0.18272757916903104,0.32831706231975866,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,19,0.0,0.1797896821063103,0.4419007879671204,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,20,0.17480125244570854,0.3228102726884736,0.5961425944906892,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,21,0.2342941798379931,0.38011495610095597,0.6166921429782852,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,22,0.07634500413362333,0.2536037225726979,0.460054431630017,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,23,0.1503790311762263,0.53311721231098,1.043194741024557,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,24,0.12679777579975465,0.4287048390482591,1.4494563320545988,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,25,0.12840187874799014,0.4211586322941031,1.3814018555286591,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,26,0.18299199764015134,0.4681809672517673,1.1978306205926998,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,27,0.13364359130784131,0.6677232867727023,1.4534174431624178,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,28,0.13543072486902027,0.5032351583320264,1.869927409946172,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,29,0.10413167566621867,0.3398657087898043,1.109256134333659,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,30,0.06472760583787872,0.42607124107812977,0.9100464508288296,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,31,0.07239313673906289,0.3835032245887837,0.784868913156147,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,32,0.07878442435549675,0.23349650518895,0.6920227999565183,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,33,0.09939964146978406,0.2516667520404286,0.6371869470156165,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,34,0.03153737868149231,0.23247953613848704,0.4725649679721045,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,35,0.045119234276002125,0.11061848577851242,0.2712025058111245,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,36,0.04620959593315943,0.19640658012586165,0.3681662933819129,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,37,0.06551017154913402,0.14454459203814352,0.3189296958534606,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,38,0.06738126228107137,0.12034106371395165,0.21492579873906004,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,39,0.047358313809741766,0.1010116807880292,0.2154502311170512,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,40,0.039547159892634916,0.13329709568529058,0.2355017229053509,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,41,0.0,0.03681779420645204,0.0949624444194208,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,42,0.0019844243048285914,0.09489699430835374,0.19642521287412995,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,43,0.0,0.03555336223090233,0.1089449906274962,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,44,0.0,0.037641255359662784,0.07870411396870414,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,45,0.002683094680664411,0.04470914190371955,0.08849665160137321,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,46,0.0038479617283637686,0.05266993970378375,0.10386636642473747,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,47,0.008405280281208459,0.052917582519071533,0.0993947148597305,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,48,0.0028796903380821077,0.0301648729610684,0.058192399055502,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,49,0.0005942986961338104,0.0602795723087437,0.1235250619758066,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,50,0.008067061790867136,0.08104912502060646,0.15931494540813573,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,51,0.0,0.05890216358789858,0.1284200491015428,2017,Mato Grosso do Sul,Estado,srag,incidência
50,2743142,52,0.0,0.022827104654148837,0.05348121003769002,2017,Mato Grosso do Sul,Estado,srag,incidência
51,3382487,1,0.0,0.03139151955484065,0.06661584422446776,2017,Mato Grosso,Estado,srag,incidência
51,3382487,2,0.0037438008536625493,0.01892736439496545,0.03434060865919464,2017,Mato Grosso,Estado,srag,incidência
51,3382487,3,0.0,0.012108757794959235,0.03626844284640063,2017,Mato Grosso,Estado,srag,incidência
51,3382487,4,0.0,0.017952128069661958,0.05407785980233082,2017,Mato Grosso,Estado,srag,incidência
51,3382487,5,0.0,0.012108757794959235,0.03626844284640063,2017,Mato Grosso,Estado,srag,incidência
51,3382487,6,0.0,0.012215304565868834,0.027074120223127274,2017,Mato Grosso,Estado,srag,incidência
51,3382487,7,0.0037927569066991134,0.031741142656984245,0.06046768929822255,2017,Mato Grosso,Estado,srag,incidência
51,3382487,8,0.0037438008536625493,0.01892736439496545,0.03434060865919464,2017,Mato Grosso,Estado,srag,incidência
51,3382487,9,0.003798032009340258,0.05009282335750687,0.09852271323907068,2017,Mato Grosso,Estado,srag,incidência
51,3382487,10,0.0,0.04335802071470685,0.0990915688065197,2017,Mato Grosso,Estado,srag,incidência
51,3382487,11,0.01899435039300656,0.0438269896441259,0.06926479414659202,2017,Mato Grosso,Estado,srag,incidência
51,3382487,12,0.02517288509198901,0.050032636407116415,0.07549521993175379,2017,Mato Grosso,Estado,srag,incidência
51,3382487,13,0.0,0.030291939563009462,0.0770689467650274,2017,Mato Grosso,Estado,srag,incidência
51,3382487,14,0.016272378147097255,0.055665351740147306,0.09658528444560767,2017,Mato Grosso,Estado,srag,incidência
51,3382487,15,0.0,0.054085800796078935,0.12152642455893335,2017,Mato Grosso,Estado,srag,incidência
51,3382487,16,0.0,0.0910374770160558,0.22603800849745115,2017,Mato Grosso,Estado,srag,incidência
51,3382487,17,0.008665883988182577,0.124224237033415,0.25302159535334434,2017,Mato Grosso,Estado,srag,incidência
51,3382487,18,0.0,0.0868904164004416,0.206785420698945,2017,Mato Grosso,Estado,srag,incidência
51,3382487,19,0.0,0.0868904164004416,0.206785420698945,2017,Mato Grosso,Estado,srag,incidência
51,3382487,20,0.01203508976183798,0.05507193355985862,0.09993892133493376,2017,Mato Grosso,Estado,srag,incidência
51,3382487,21,0.0,0.05392175496068141,0.1214114343356163,2017,Mato Grosso,Estado,srag,incidência
