UF,População,Média geométrica do pico de infecção das temporadas regulares,região de baixa atividade típica,limiar pré-epidêmico,intensidade alta,intensidade muito alta,SE típica do início do surto,"SE típica do início do surto - IC inferior (2,5%)","SE típica do início do surto - IC superior (97,5%)",duração típica do surto,"duração típica do surto - IC inferior (2,5%)","duração típica do surto - IC superior (97,5%)",temporadas utilizadas para os corredores endêmicos,ano,Unidade da Federação,Tipo,dado,escala
CO,16086896,12.298829811679806,0,4.76531785789268,15.634414570066255,24.535567273948406,16.0,9.0,33.0,10.0,6.0,18.0,"2010, 2012, 2013, 2014, 2015",2017,Região Centro-oeste,Região,sragflu,casos
N,18158149,4.101679878034162,0,1.01197558926063,4.98450200479241,6.334387382888489,10.0,7.0,22.0,6.0,3.0,13.0,"2011, 2012, 2014, 2015",2017,Região Norte,Região,sragflu,casos
NE,57576309,6.068532934254668,0,2.5070831803610973,8.703631318628204,10.909909380410145,9.0,3.0,16.0,11.0,5.0,13.0,"2011, 2012, 2013, 2014, 2015",2017,Região Nordeste,Região,sragflu,casos
RegC,27921787,16.713362060443185,0,5.440756643172669,17.497393938678773,25.11228124654591,15.0,9.0,33.0,9.0,7.0,18.0,"2010, 2012, 2013, 2014, 2015",2017,Regional Centro,Regional,sragflu,casos
RegL,68164934,8.305900201080988,0,3.9792687028793727,12.831548126928606,18.66953477085778,15.0,8.0,33.0,8.0,5.0,18.0,"2010, 2011, 2012, 2013, 2014, 2015",2017,Regional Leste,Regional,sragflu,casos
RegN,16591133,4.105027033462796,0,1.1411645027448234,5.239860579480076,6.673625306719614,10.0,9.0,22.0,6.0,3.0,9.0,"2011, 2012, 2014, 2015",2017,Regional Norte,Regional,sragflu,casos
RegS,96508948,45.237403367380814,0,16.924372122027414,48.34093338989337,60.96725516432356,18.0,8.0,22.0,12.0,8.0,17.0,"2010, 2011, 2014, 2015",2017,Regional Sul,Regional,sragflu,casos
S,29843748,33.7218689636224,0,10.812976737392235,30.939461815292944,39.19351169224475,20.0,8.0,23.0,14.0,9.0,16.0,"2010, 2011, 2014, 2015",2017,Região Sul,Região,sragflu,casos
SE,87521700,19.369567559398163,0,11.360711582786669,36.7077361825327,55.25389657957992,17.0,17.0,20.0,9.0,6.0,9.0,"2010, 2011, 2014, 2015",2017,Região Sudeste,Região,sragflu,casos
11,1823741,0.05759760223829216,1,0.02741617367817031,0.10966469471268124,0.16449704206902185,,,,,,,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",2018,Rondônia,Estado,obitoflu,incidência
12,842290,0.16609271191182598,1,0.05936197746619335,0.2374479098647734,0.3561718647971601,,,,,,,"2011, 2013, 2015, 2016, 2017",2018,Acre,Estado,obitoflu,incidência
13,4124033,0.03851039107339567,1,0.012124054293454974,0.0484962171738199,0.07274432576072984,,,,,,,"2010, 2012, 2013, 2014, 2015, 2016, 2017",2018,Amazonas,Estado,obitoflu,incidência
14,530879,0.2822895286282758,1,0.09418342032741923,0.554666733309957,0.7930773248819255,,,,,,,"2013, 2016",2018,Roraima,Estado,obitoflu,incidência
15,8457229,0.04595729940963877,1,0.00591210194261028,0.05484777113555017,0.0697910004915483,,,,,,,"2010, 2012, 2013, 2014, 2016, 2017",2018,Pará,Estado,obitoflu,incidência
16,812961,0.15877049036150984,1,0.061503565361684026,0.2460142614467361,0.3690213921701041,,,,,,,"2010, 2013, 2016, 2017",2018,Amapá,Estado,obitoflu,incidência
17,1567016,0.06809856092582686,1,0.03190777886122414,0.12763111544489655,0.1914466731673448,,,,,,,"2010, 2011, 2012, 2013, 2017",2018,Tocantins,Estado,obitoflu,incidência
21,7043339,0.018723891264826764,1,0.007098905788859518,0.030667028312356237,0.042593434733157104,,,,,,,"2010, 2012, 2014",2018,Maranhão,Estado,obitoflu,incidência
22,3224536,0.031326876289210014,1,0.015506106925151404,0.062024427700605615,0.0930366415509084,,,,,,,"2010, 2013, 2014, 2015, 2016, 2017",2018,Piauí,Estado,obitoflu,incidência
23,9075744,0.02314148224065904,1,0.0055091902107419505,0.02607319042184475,0.033155661794437075,,,,,,,"2010, 2012, 2013, 2014, 2016, 2017",2018,Ceará,Estado,obitoflu,incidência
24,3538218,0.03251921805757207,1,0.014131407392082681,0.056525629568330724,0.08478844435249608,,,,,,,"2010, 2011, 2013, 2014, 2015, 2016, 2017",2018,Rio Grande do Norte,Estado,obitoflu,incidência
25,4050662,0.03030289798499232,1,0.01234366135708188,0.04937464542832752,0.07406196814249127,,,,,,,"2010, 2012, 2015, 2017",2018,Paraíba,Estado,obitoflu,incidência
26,9534634,0.012687932036978128,1,0.005244039781705307,0.022895319782104684,0.031464238690231836,,,,,,,"2010, 2011, 2012, 2013, 2014, 2016, 2017",2018,Pernambuco,Estado,obitoflu,incidência
27,3391142,0.0362726364996459,1,0.014744295579483252,0.05919223450701905,0.08846577347689953,,,,,,,"2010, 2012, 2013, 2014, 2016, 2017",2018,Alagoas,Estado,obitoflu,incidência
28,2309961,,1,0.02164538708662181,0.08658154834648724,0.12987232251973085,,,,,,,,2018,Sergipe,Estado,obitoflu,incidência
29,15408073,0.01042658893721045,1,0.0032450521230007147,0.020887391816877262,0.02631669494000799,,,,,,,"2010, 2012, 2013, 2014, 2015, 2016, 2017",2018,Bahia,Estado,obitoflu,incidência
31,21235870,0.011536520103050195,0,0.0054962030825253475,0.01947337803913141,0.024161707281419757,17.0,14.0,21.0,12.0,8.0,13.0,"2010, 2011, 2012, 2014, 2015, 2017",2018,Minas Gerais,Estado,obitoflu,incidência
32,4058079,0.03407706737957649,1,0.012321100698138208,0.049284402792552834,0.07392660418882925,,,,,,,"2010, 2013, 2014, 2015, 2017",2018,Espírito Santo,Estado,obitoflu,incidência
33,16798421,0.011607331437647393,1,0.002976470228957829,0.014868618638418376,0.019428308090329915,,,,,,,"2011, 2012, 2013, 2014, 2015, 2017",2018,Rio de Janeiro,Estado,obitoflu,incidência
35,45429330,0.01655510771203394,0,0.013551551960438123,0.023098698137975004,0.035289503488969816,19.0,17.0,40.0,8.0,3.0,11.0,"2010, 2012, 2014, 2015, 2017",2018,São Paulo,Estado,obitoflu,incidência
41,11396262,0.0395787887319894,0,0.012254472695844164,0.05549857675075076,0.07075015043298373,20.0,1.0,24.0,10.0,5.0,12.0,"2010, 2012, 2013, 2014, 2015, 2017",2018,Paraná,Estado,obitoflu,incidência
42,7090682,0.02962391600894653,1,0.0070515078803421154,0.04514978012917248,0.057779052993156325,,,,,,,"2010, 2011, 2014, 2015, 2017",2018,Santa Catarina,Estado,obitoflu,incidência
43,11356804,0.053384202411017406,1,0.0044026470827532105,0.07031485982978047,0.09022976717791777,,,,,,,"2011, 2012, 2013, 2014, 2017",2018,Rio Grande do Sul,Estado,obitoflu,incidência
50,2743142,0.09493014273151756,1,0.01822727368834716,0.09799680204018356,0.1265051040954437,,,,,,,"2012, 2013, 2014, 2015, 2017",2018,Mato Grosso do Sul,Estado,obitoflu,incidência
51,3382487,0.061940246718951236,1,0.014782022813391447,0.07503453880397308,0.10241989233229623,,,,,,,"2010, 2014, 2016, 2017",2018,Mato Grosso,Estado,obitoflu,incidência
52,6860047,0.0360802950593832,0,0.01492755905936653,0.037876306259209125,0.04655467386966805,16.0,9.0,23.0,6.0,1.0,8.0,"2010, 2012, 2013, 2014, 2015, 2017",2018,Goiás,Estado,obitoflu,incidência
53,3101220,0.05280793334062255,1,0.016122687200521086,0.07610686025334634,0.09673612320312652,,,,,,,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",2018,Distrito Federal,Estado,obitoflu,incidência
BR,209186802,0.012468891124897472,0,0.005274301381065944,0.021987859337158727,0.038934216368862885,16.0,5.0,21.0,12.0,11.0,15.0,"2010, 2012, 2013, 2014, 2015, 2017",2018,Brasil,País,obitoflu,incidência
CO,16086896,0.01896235204783791,1,0.0031081198013588203,0.02516902698072809,0.031399877452416236,,,,,,,"2010, 2011, 2012, 2013, 2014, 2015, 2017",2018,Região Centro-oeste,Região,obitoflu,incidência
N,18158149,0.02413428831863141,0,0.006527295606589425,0.031826320702912365,0.040102341885768215,12.0,2.0,16.0,9.0,1.0,12.0,"2010, 2012, 2013, 2014, 2015, 2016, 2017",2018,Região Norte,Região,obitoflu,incidência
NE,57576309,0.00395737204196098,1,0.0008684127355228692,0.004859596513025588,0.006145341055351139,,,,,,,"2010, 2011, 2012, 2013, 2014, 2015, 2017",2018,Região Nordeste,Região,obitoflu,incidência
RegC,27921787,0.015309646696357525,0,0.004128040418138475,0.01551519997546058,0.019170913407580592,14.0,7.0,20.0,10.0,5.0,18.0,"2010, 2012, 2013, 2014, 2015, 2017",2018,Regional Centro,Regional,obitoflu,incidência
RegL,68164934,0.005310917985422425,0,0.001951172360648086,0.005742517744411257,0.007270766754867708,14.0,3.0,30.0,8.0,3.0,17.0,"2010, 2012, 2013, 2014, 2015, 2017",2018,Regional Leste,Regional,obitoflu,incidência
RegN,16591133,0.02643151107105561,0,0.007148805955515469,0.03465208211254445,0.043747024125515566,12.0,2.0,16.0,9.0,1.0,12.0,"2010, 2012, 2013, 2014, 2015, 2016, 2017",2018,Regional Norte,Regional,obitoflu,incidência
RegS,96508948,0.026024029263945224,0,0.009125642861807065,0.04831931478747047,0.08498679813487425,17.0,16.0,33.0,14.0,7.0,15.0,"2012, 2013, 2014, 2015, 2017",2018,Regional Sul,Regional,obitoflu,incidência
S,29843748,0.016351222724047914,0,0.007029726006526653,0.023969516406525004,0.03038095155119613,22.0,1.0,24.0,10.0,7.0,17.0,"2010, 2011, 2014, 2015, 2017",2018,Região Sul,Região,obitoflu,incidência
SE,87521700,0.014427590266426297,0,0.005797883301898201,0.015557680469330978,0.023242081041174784,17.0,16.0,20.0,10.0,5.0,12.0,"2012, 2014, 2015, 2017",2018,Região Sudeste,Região,obitoflu,incidência
11,1823741,1.0504310870366518,1,0.5,2.0,3.0,,,,,,,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",2018,Rondônia,Estado,obitoflu,casos
12,842290,1.3989823031621191,1,0.5,2.0,3.0,,,,,,,"2011, 2013, 2015, 2016, 2017",2018,Acre,Estado,obitoflu,casos
13,4124033,1.5881812362958916,1,0.5,2.0,2.9999999999999996,,,,,,,"2010, 2012, 2013, 2014, 2015, 2016, 2017",2018,Amazonas,Estado,obitoflu,casos
14,530879,1.4986158266865042,1,0.49999999999999994,2.9446092071285666,4.210280971559917,,,,,,,"2013, 2016",2018,Roraima,Estado,obitoflu,casos
15,8457229,3.8867140532887983,1,0.49999999999999994,4.638601606329378,5.902384732961364,,,,,,,"2010, 2012, 2013, 2014, 2016, 2017",2018,Pará,Estado,obitoflu,casos
16,812961,1.290742166147834,1,0.5,2.0,3.0,,,,,,,"2010, 2013, 2016, 2017",2018,Amapá,Estado,obitoflu,casos
17,1567016,1.067115345477455,1,0.5,2.0,2.9999999999999996,,,,,,,"2010, 2011, 2012, 2013, 2017",2018,Tocantins,Estado,obitoflu,casos
21,7043339,1.3187871357731369,1,0.5000000000000001,2.159982765265229,3.0000000000000004,,,,,,,"2010, 2012, 2014",2018,Maranhão,Estado,obitoflu,casos
22,3224536,1.010146403621041,1,0.5,2.0,2.9999999999999996,,,,,,,"2010, 2013, 2014, 2015, 2016, 2017",2018,Piauí,Estado,obitoflu,casos
23,9075744,2.1002616859676784,1,0.49999999999999994,2.3663360153191495,3.009122985968915,,,,,,,"2010, 2012, 2013, 2014, 2016, 2017",2018,Ceará,Estado,obitoflu,casos
24,3538218,1.1506008267722652,1,0.49999999999999994,1.9999999999999998,2.9999999999999996,,,,,,,"2010, 2011, 2013, 2014, 2015, 2016, 2017",2018,Rio Grande do Norte,Estado,obitoflu,casos
25,4050662,1.2274679735768494,1,0.5,2.0,2.9999999999999996,,,,,,,"2010, 2012, 2015, 2017",2018,Paraíba,Estado,obitoflu,casos
26,9534634,1.209747881894609,1,0.5,2.182984944353279,2.999999999999999,,,,,,,"2010, 2011, 2012, 2013, 2014, 2016, 2017",2018,Pernambuco,Estado,obitoflu,casos
27,3391142,1.2300566108468218,1,0.49999999999999994,2.0072927251060158,3.0000000000000004,,,,,,,"2010, 2012, 2013, 2014, 2016, 2017",2018,Alagoas,Estado,obitoflu,casos
28,2309961,,1,0.49999999999999994,1.9999999999999998,3.0,,,,,,,,2018,Sergipe,Estado,obitoflu,casos
29,15408073,1.6065364348553102,1,0.4999999999999999,3.2183445789404748,4.054895567543737,,,,,,,"2010, 2012, 2013, 2014, 2015, 2016, 2017",2018,Bahia,Estado,obitoflu,casos
31,21235870,2.4498804116076056,0,1.1671665415410755,4.135341244998496,5.130948748062834,17.0,14.0,21.0,12.0,8.0,13.0,"2010, 2011, 2012, 2014, 2015, 2017",2018,Minas Gerais,Estado,obitoflu,casos
32,4058079,1.3828743151464438,1,0.5,2.0,3.0,,,,,,,"2010, 2013, 2014, 2015, 2017",2018,Espírito Santo,Estado,obitoflu,casos
33,16798421,1.9498484017613613,1,0.5,2.4976931557659863,3.2636489861906792,,,,,,,"2011, 2012, 2013, 2014, 2015, 2017",2018,Rio de Janeiro,Estado,obitoflu,casos
35,45429330,7.520874514355349,0,6.1563792602289045,10.493583802804519,16.031784995365612,19.0,17.0,40.0,8.0,3.0,11.0,"2010, 2012, 2014, 2015, 2017",2018,São Paulo,Estado,obitoflu,casos
41,11396262,4.51050246032399,0,1.396551815136864,6.324763212786643,8.06287250873696,20.0,1.0,24.0,10.0,5.0,12.0,"2010, 2012, 2013, 2014, 2015, 2017",2018,Paraná,Estado,obitoflu,casos
42,7090682,2.10053768014149,1,0.4999999999999999,3.2014273326588096,4.096928910356197,,,,,,,"2010, 2011, 2014, 2015, 2017",2018,Santa Catarina,Estado,obitoflu,casos
43,11356804,6.062739234782521,1,0.4999999999999999,7.985520813742902,10.247217808052453,,,,,,,"2011, 2012, 2013, 2014, 2017",2018,Rio Grande do Sul,Estado,obitoflu,casos
50,2743142,2.6040686159282056,1,0.5,2.688191435421132,3.470214642585836,,,,,,,"2012, 2013, 2014, 2015, 2017",2018,Mato Grosso do Sul,Estado,obitoflu,casos
51,3382487,2.0951207930364517,1,0.4999999999999999,2.5380335205543445,3.4643395435539164,,,,,,,"2010, 2014, 2016, 2017",2018,Mato Grosso,Estado,obitoflu,casos
52,6860047,2.4751251988123655,0,1.024037567425302,2.598332411245688,3.193672508155947,16.0,9.0,23.0,6.0,1.0,8.0,"2010, 2012, 2013, 2014, 2015, 2017",2018,Goiás,Estado,obitoflu,casos
53,3101220,1.6376901903460548,1,0.5,2.3602411715488274,3.0000000000000004,,,,,,,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017",2018,Distrito Federal,Estado,obitoflu,casos
BR,209186802,26.083274589034847,0,11.033142386893681,45.99569977566073,81.44524210578479,16.0,5.0,21.0,12.0,11.0,15.0,"2010, 2012, 2013, 2014, 2015, 2017",2018,Brasil,País,obitoflu,casos
CO,16086896,3.0504538530895546,1,0.5,4.048915194601667,5.051265629897649,,,,,,,"2010, 2011, 2012, 2013, 2014, 2015, 2017",2018,Região Centro-oeste,Região,obitoflu,casos
N,18158149,4.382340032986686,0,1.1852360619149616,5.779070734452675,7.281842992107203,12.0,2.0,16.0,9.0,1.0,12.0,"2010, 2012, 2013, 2014, 2015, 2016, 2017",2018,Região Norte,Região,obitoflu,casos
NE,57576309,2.2785087551590633,1,0.5,2.797976304492838,3.538260555132833,,,,,,,"2010, 2011, 2012, 2013, 2014, 2015, 2017",2018,Região Nordeste,Região,obitoflu,casos
RegC,27921787,4.274726941009485,0,1.1526226528265342,4.332121089772156,5.3528616076190945,14.0,7.0,20.0,10.0,5.0,18.0,"2010, 2012, 2013, 2014, 2015, 2017",2018,Regional Centro,Regional,obitoflu,casos
RegL,68164934,3.620183739557326,0,1.33001535186201,3.9143834304162226,4.956113359749516,14.0,3.0,30.0,8.0,3.0,17.0,"2010, 2012, 2013, 2014, 2015, 2017",2018,Regional Leste,Regional,obitoflu,casos
RegN,16591133,4.385287155708561,0,1.1860679039914923,5.749173030561459,7.258126956206374,12.0,2.0,16.0,9.0,1.0,12.0,"2010, 2012, 2013, 2014, 2015, 2016, 2017",2018,Regional Norte,Regional,obitoflu,casos
RegS,96508948,25.115516869845678,0,8.807061924167092,46.63246238219619,82.01986481885076,17.0,16.0,33.0,14.0,7.0,15.0,"2012, 2013, 2014, 2015, 2017",2018,Regional Sul,Regional,obitoflu,casos
S,29843748,4.879817704683595,0,2.097933714478278,7.153402073181978,9.066814620941065,22.0,1.0,24.0,10.0,7.0,17.0,"2010, 2011, 2014, 2015, 2017",2018,Região Sul,Região,obitoflu,casos
SE,87521700,12.627272270210824,0,5.074406029837438,13.61634642732645,20.341864442613872,17.0,16.0,20.0,10.0,5.0,12.0,"2012, 2014, 2015, 2017",2018,Região Sudeste,Região,obitoflu,casos
